business_id,date,review_id,stars,text,type,user_id,cool,useful,funny,sentiment,sentiment_label
AsSCv0q_BWqIe3mX2JqsOQ,2010-06-16,E11jzpKz9Kw5K7fuARWfRw,5,oldish man owns store sweet perhaps sweeter cookies ice cream lowdown giant ice cream cookie sandwiches super cheap flavor permutations basically endless snickerdoodle cookies cream ice cream marvelous,review,-OMlS6yWkYjVldNhC31wYg,1,3,1,Positive,2
e9nN4XxjdHj4qtKCOPq_vg,2011-10-21,3rPt0LxF7rgmEUrznoH22w,5,wonderful vietnamese sandwich shoppe baguettes great hot oven butter one many sandwich choices modest selection baked goods along best egg rolls around bring cash atm card credit cards accepted atm premises,review,C1rHp3dmepNea7XiouwB6Q,1,1,0,Positive,2
h53YuCiIDfEFSJCQpk8v1g,2010-01-11,cGnKNX3I9rthE0-TH24-qA,5,limited time thing going right bbq chicken pizza sure long going last let say amazing probably best bbq chicken pizza ever tried things like tomato basil soup many sandwiches good fresh every time stars pizza rate jason deli would get,review,UPtysDF6cUDUxq2KY-6Dcg,1,2,0,Positive,2
WGNIYMeXPyoWav1APUq7jA,2011-12-23,FvEEw1_OsrYdvwLV5Hrliw,4,good tattoo shop clean space multiple artists choose books work available look though decide style mirrors looking chose jet cover worked design ideas communication flowed well personable guy friendly keeps conversation going working dick around read starts work continues job done professional informative good customer service combines talent craft,review,Xm8HXE1JHqscXe5BKf0GFQ,1,2,0,Positive,2
yc5AH9H71xJidA_J2mChLA,2010-05-20,pfUwBKYYmUXeiwrhDluQcw,4,weeks new phoenix looked irish bars town found rosie decor ambience outstanding went wednesday night hopes finding friendly folks exactly happened ate dinner bar marcy bartender friendly helpful introduced whole bunch people dinner rueben sandwich pretty large good small rosie salad side job wish made lettuce iceburg bacon eggs toppings helped whole lot drank nice cold smithwick tap followed vodka tonics whole tab basketball game first got game jukebox playing fabulous mix best oldies around pm live band played catch much performance notice really like singer voice rare since typically care female vocalists people spoke super nice welcoming sure see bunch look forward,review,JOG-4G4e8ae3lx_szHtR8g,1,1,0,Positive,2
Vb9FPCEL6Ly24PNxLBaAFw,2011-03-20,HvqmdqWcerVWO3Gs6zbrOw,2,worth salad small pizza absolutely bad service maybe guys grandma died know want tell really made mad experience order small pizza salad guys could cared less took sat looking around hmm sign saying x large pizza large salad wow would nice guy told us left hungry mad unsatisfied owner teach employees value upselling telling specials something small affect customers experience negatively salads severely overpriced go back unless desperate,review,ylWOj2y7TV2e3yYeWhu2QA,0,2,0,Negative,0
supigcPNO9IKo6olaTNV-g,2008-10-12,HXP_0Ul-FCmA4f-k9CqvaQ,3,went saturday afternoon place incredibly empty brunch specials going including bloody mary mimosas mood lunch except bloody mary try one came high ball sized glass boo really tasty yay hubby remembered sign outside restaurant weeks back said arrogant bastard got oz bottle hey fair next wings bit hesitant order waitress informed us seasoned sauced ordered hot ask crispy though waitress even asked cooks throw back minutes came visibly crispy non traditional wings actually pretty damn good seasoning little spicy salty hint sweet mood tang kick frank hot sauce cut otherwise good enough go back entree tilapia salad bit disappointed fish bit dry uninspired greens underneath overdressed wilted ate greens around fish picked almonds mandarin oranges leave mush hiding underneath fish bad enough say go back anxiously awaiting next trip,review,SBbftLzfYYKItOMFwOTIJg,3,4,2,Negative,0
O510Re68mOy9dU490JTKCg,2010-05-03,j4SIzrIy0WrmW4yr4--Khg,5,okay best place ever grew shopping one los gatos one oakville shock saw best store world scottsdale surprised good stuff cheese wine tell happy store arizona could get dean deluca,review,u1KWcbPMvXFEEYkZZ0Yktg,0,0,0,Positive,2
b5cEoKR8iQliq-yT2_O0LQ,2009-03-06,v0cTd3PNpYCkTyGKSpOfGA,3,met friend lunch yesterday loved water feature patio walking warmer would definitely sat outside inside little dark guess bats around reminded dusk till dawn seated hope hoping chips salsa guess serve even offered ones menu probably would declined anyway chips salsa complimentary anyhow ordered fresh snapper tacos see pics lot fish smothered peppers everything else see get would liked tbsp rice beans definitely teaspoon cheese sour cream maybe lime lemon garnish plate anything good friend ordered green chile stew green chile mac cheese see pics knew liked tasted macaroni thought pretty good give stars go back try things,review,UsULgP4bKA8RMzs8dQzcsA,5,6,4,Positive,2
4JzzbSbK9wmlOBJZWYfuCg,2011-11-17,a0lCu-j2Sk_kHQsZi_eNgw,4,gotten better better time since review written last contact days ago trouble redeeming groupons website called customer service waiting minutes spoke rep cheerfully booked four separate flights patiently manually entering groupon info one think acquisition republic helped overall republic took flight cookies started still tends suck ascent club like budget centric airline get good value fly southwest usair disappointed comparison,review,nDBly08j5URmrHQ2JCbyiw,1,1,1,Positive,2
8FNO4D3eozpIjj0k3q5Zbg,2008-10-08,MuqugTuR5DdIPcZ2IVP3aQ,3,dvap go least life really neat place alot history service great appears family run food good better dennys good mimi u eat beef ribs lasagna meat loaf cat fish chicken mashed diced potatoes stuffing rice homemade apple pie etc salad bar know missing bunch stuff get drift run specials prime rib stuff might want call see serving night go,review,C6IOtaaYdLIT5fWd7ZYIuA,2,4,1,Positive,2
tdcjXyFLMKAsvRhURNOkCg,2011-06-28,LmuKVFh03Uz318VKnUWrxA,5,place even reviewed kind place want keep,review,YN3ZLOdg8kpnfbVcIhuEZA,1,1,2,Positive,2
eFA9dqXT5EA_TrMgbo03QQ,2011-07-13,CQYc8hgKxV4enApDkx0IhA,5,first time friend went delicious food garlic knots favorite course wine going back alot,review,6lg55RIP23VhjYEBXJ8Njw,0,0,0,Positive,2
IJ0o6b8bJFAbG6MjGfBebQ,2010-09-05,Dx9sfFU6Zn0GYOckijom-g,1,u go n check car u wanna buy wrong move u even want car service u made biggest mistake ur life time asked girlfriend take car oil service guess ripped girlfriend lying bad car without fixing problem might bring serious accident said brand new tires timing belt new brake pads u know worst changed months trashy dealer people better go somewhere,review,zRlQEDYd_HKp0VS3hnAffA,0,1,1,Negative,0
JhupPnWfNlMJivnWB5druA,2011-05-22,cFtQnKzn2VDpBedy_TxlvA,5,love place coming ages favorites elsa chicken sandwich burgers dragon chicken wings china little chicken sandwich hot pepper chicken sandwich atmosphere always fun art display abstract totally cool,review,13xj6FSvYO0rZVRv5XZp4w,0,1,0,Positive,2
wzP2yNpV5p04nh0injjymA,2010-05-26,ChBeixVZerfFkeO0McdlbA,4,place great nice little ole fashion homemade ice cream place looks like forever place real nice vibe sorta reminds sugar bowl smaller busy easier parking menu ginormous decide get matter people went chose wanted something basic insisted sharing patte thing scoops ice cream brownie topped whip cream caramel good wanted next time going get scoop ice cream really taste ice cream difficult tell topped bunch stuff ice cream got brownie though butter brittle think excellent tons different flavors sound delish anyway wait go back ever area need sugar rush,review,rLtl8ZkDX5vH5nAx9C3q5Q,0,0,0,Positive,2
qjmCVYkwP-HDa35jwYucbQ,2013-01-03,kZ4TzrVX6qeF0OvrVTGVEw,5,love love love place boss healthy eating recommended place went highly skeptical friends one dinner enough convert believers food good shrimp dumplings onion tart starters ordered shirataki noodles street tacos entrees also ordered kale aid dishes yummy gone back many times since never disappointed gone yoga get kale salad chicken chopped salad always get kale aid guy next table uprooted whole plant mistake patio highly embarrassed date ever since careful throw arms around quite clumsy sometimes want banned favorite place clumsiness think live without true food,review,fpItLlgimq0nRltWOkuJJw,0,0,0,Positive,2
wct7rZKyZqZftzmAU-vhWQ,2008-03-21,B5h25WK28rJjx4KHm4gr7g,4,review mean much given depth reviewers chime nonetheless really review one dish lunch special yellow curry chicken know authentic name kang karee something tasty first time knew never branch good lunch spot work around downtown quickest service time get busy lunch always consistently good fairly dim inside good place forget sun summer day,review,RRTraCQw77EU4yZh0BBTag,2,4,1,Positive,2
vz2zQQSjy-NnnKLZzjjoxA,2011-03-30,Y_ERKao0J5WsRiCtlKSNSA,4,came breakfast yesterday years since stopped remember entire place waiter service place empty tuesday morning atmosphere casual place pretty much long remember one people native phoenix always felt pricey think inflation caught since prices seemed normal went yesterday loved chips salsa hot sauce fantastic great spicy kick went recommendation chile relleno favorite like going waiters say gave try great flavorful put eggs eat together tortillas fresh home made tasting hash browns beans good read newspaper drank soda enjoyed whole place oh yeah read yelp reviews bookmarked next stop ha ha,review,EP3cGJvYiuOwumerwADplg,1,1,1,Positive,2
i213sY5rhkfCO8cD-FPr1A,2012-07-12,hre97jjSwon4bn1muHKOJg,4,always reliably good great beer selection well fabulous bitch fizz ciders etc cocktails pizza outstanding healthy menu generally steer clear chains exception,review,kpbhy1zPewGDmdNfNqQp-g,0,1,0,Positive,2
V1nEpIRmEa1768oj_tuxeQ,2011-05-09,dtpJXC5p_sdWDLSobluJ3Q,5,disclaimer like many sucker charming little homes purposed restaurants certain colored opinion cibo said absolutely love lunch day unknowingly arrived minutes close lunch dinner served anyway salscicia sandwich side fruit sandwich excellent served perfectly crisp chewy saltimbocca bread sausage flavorful complimented roasted red peppers onions finished great quality mozzarella cheese really really delicious also say atmosphere friendly comfortable though bit small would great place hang lived nearby,review,bCKjygWJZOQHCOzootbvow,0,2,0,Positive,2
vvA3fbps4F9nGlAEYKk_sA,2012-05-04,S9OVpXat8k5YwWCn6FAgXg,1,disgusting groupon daughter tried outdated gaudy style interior made feel like episode sopranos food pretty bad ordered pretty simple dishes flavor trying positive good reviews employees owners creating,review,8AMn6644NmBf96xGO3w6OA,0,1,0,Positive,2
rxQ2PIjhAx6dgAqUalf99Q,2012-09-09,-v-shjbxoj7hpU62yn6vag,5,never dealt discount tire phoenix texas service great time came knowing kind service expect pleasantly surprised store good amount parking store front clean open adequate seating around perimeters already people sitting waiting cars finished people waiting infront see representative guys working busy helping someone yet saying hello us reassuring get us soon wait unneccesary amount time helped wally inspected tires recommended plan action gave options headed back store made decision replace tires checked stock unfortunately called another store picked next morning could come back next day store get bad boys installed great prices heafty relief although good amount people next day waiting cars also serviced took exactly amount time told min apologized wait need guy helped nd day sorry forgot name also professional great recommend store bringing car future definitely thanks guys tip know need bring car make appointment online take walk ins believe helps manage customers easier turn benefits,review,HLbhD2OyiMCUDRR4c1iXaw,0,0,0,Positive,2
qjmCVYkwP-HDa35jwYucbQ,2010-03-28,2VTwjhOX3UUvgOGbxe4xfA,4,went got back phoenix gone six months one mom favorite places eat understand ravioli miso soup delicious wine ok would recommend one elixirs alcohol beverage still pretty delicious place go phoenix,review,3iuZFgxUFKLxOplkDrFmyg,0,0,0,Positive,2
3oLy0rlzRI_xiqfQHqC4_g,2011-03-27,Bk7F8IyBuOHVp6w3BAKVow,3,two ways look place one getting quality food good price getting lot food cheap price prefer former prefer latter agree review thought scramble okay nothing fantastic definitely care biscuits food health conscious looking fill calories get good sized portion type place also fan diner type ambiance would rather something character glad tried place,review,1guJDgUfTiDdbgKqBhsZFQ,1,3,1,Negative,0
o1GIYYZJjM6nM03fQs_uEQ,2011-11-30,ApKbwpYJdnhhgP4NbjQw2Q,1,eaten many times none bad last night service excellent highly attentive food absolutely horrible expectation would serve steak par seafood charging bucks ribeye hoping thick steak cooked pittsburgh style ordered got thick piece meat mostly fat gristle way resembled pittsburgh style salad similar something could get chick filet veggies blah bread basket ample day old certainly fresh addition bad food crammed small room nuts butts tables listening conversations ranging someone recent bout pinkeye another couple elected speak entirely french waiter showed like turned french switch suddenly began speaking english place going pay bucks dinner mortons maestro steaks thick cooked perfection half doesnt wind plate fat gristle,review,iwUN95LIaEr75TZE_JC6bg,0,4,3,Neutral,1
Pr9rQKypHgC_J1AfufxzIw,2008-12-28,vUuFuf4LYxfqbZH3lYxJfw,4,must renovated place last year spacious airy longer dreaded hover table get seat necessity reminds much dreaded panera bread chain california food still much better much less mass produced feeling taste service management staff etc extremely attentive responsive requests well keeping place extremely well clean cleared love carbs carbs carbs side carbs serve warm syrup pancakes yum bread amazing side pancakes plenty big meal always consistent fluffy tasty offer dark roast house roast coffee powdery loveliness cinnamon nutmeg cocoa top right today returning land freeways smog eternal sunshine well land anyway enjoyed peppermint hot chocolate would highly recommend run frothy goodness holiday season ends,review,iFa0SLpNeLbx6aux65mNbQ,0,1,0,Positive,2
AGar9KVq_W7YcF76avbDTw,2012-10-16,gNm48xplqt42p-NvCkzUBg,4,clean well thought floor plans nice friendly staff smiling faces best target,review,370JyOQfFcPSB9_jk641gA,0,0,0,Positive,2
-kVXDEqGHOWKxQ3EhvFgVA,2011-01-02,5V9lfjjlY7tkXgkcDUWYyg,4,mexican food simple slightly bland fairly fresh chicken chopped tofu looking squares satisfied food fairly healthy mexican food mexican food goes staff quite polite met cool people hanging sat outside,review,Ja8SAyDdf1aY-E7vVixJiw,0,0,0,Positive,2
qyNtVViurIcChc35mfYIEw,2008-07-09,1fRGR6XTTElRBZW_oDrpUA,4,decor functional staff friendly really kind toddler food rocks within limited range red yellow curries much suggested try something else hey fault good want risk anything lesser prices bargain entrees spice really get request make hot probably best bargain north phoenix spice hounds,review,N3L6SDymSRkYQtTiSDmXSg,1,1,0,Positive,2
umdxfhSlk67yGEi8-S-bEg,2011-11-09,2sG6LKzRz91l10stVHl8uQ,4,place opened next salon work amazing hit ground running deli style order counter bring food grayhawk turkey club turkey great packaged crap thick sliced probably rotisserie side sweet potato tater tots delish regular fries sweet fries tater tots onion rings etc great looking salads chicago style dogs gourmet burgers yummy sounding mac cheese thing keeping stars price great dinner little steep work day lunch,review,F0dO68TECqEJBhBJ4P0qVA,0,1,0,Positive,2
qsThMZ3lXWYLN4t08ScsNA,2009-03-13,fuY6Bf4EtW3UwrdLQJa9_Q,4,really really like frances love clothes never afford store general pretty cool lots neat things stationery clothes jewelry baby stuff dog stuff vintage stuff lot stuff quite pricey though sales every sorta okay still break bank buy anything overall carry good quality products staff super friendly helpful hate place bad afford,review,W_QXYA7A0IhMrvbckz7eVg,2,2,1,Positive,2
puy0PzIcCgR3KWJI7llBFQ,2012-06-30,UTWI0z7nV5zNJLWnOz9Z5A,4,solid food great device casual environment leave hungry overall really good,review,PiDqfET_ZrDKJSLKe03O9A,0,0,0,Positive,2
e0vubCKi8KD8zC2C6FdbuQ,2012-04-12,7uzj6rJ71toRmdsXyo2suA,4,son really enjoys islands great food casual kid freindly atmoshpere go quite lot seem keep coming back,review,wv5-4IPtpVA8wdqXu-Onpw,0,1,0,Positive,2
faSdsW2s_SaVN0KTy-R2MQ,2009-06-13,HXU9dbOSlByXW-dB8LmJgA,4,seated bar nice young man working bar provided good conversation offered delicious chicken bacon bleu cheese amuse yum ordered pine nut pesto pizza wad delivered chef crust perfect thick enough structure substance thin enough hide behind flavors tomato pine nut pesto cheese also right delicious also chicken panini fantastic bread bit hard think busy talking let sit long definitely recommend l academie area scottsdale,review,7cR92zkDv4W3kqzii6axvg,1,1,1,Positive,2
qB-qsaSnhbHCt18_AN4Quw,2011-12-21,1FvrC35rTJ6BWFvRog7tuA,3,everything nice ice cream delicious overwhelming alcohol taste interesting variety flavors service fine place clean go back killer sweet tooth neighborhood,review,66PQJEHC0tCWGMI4V9KT-Q,0,0,0,Positive,2
aRkYtXfmEKYG-eTDf_qUsw,2009-04-04,Ckk1Cne1GHwzmJfo7M4r2w,5,un fortunately lux close house walk nearly every day much poorer coffee pastries amazing always play really great music,review,IUWjTmXc3wLVaMHz33inaA,2,1,1,Positive,2
JuBygU4XDjqSeW9okyvbsQ,2010-09-25,bu9S6tFKuTrMcNxQaQYMQA,3,watching win cupcake wars determined find place well hidden sample cupcakes say impressed make better cupcakes creative sweet go diabetic coma california blt well good sandwich although bread little toasted liking staff friendly ambiance pleasant clean cupcakes really sorry,review,1MyXsAhZK35A6EAr4reLCA,0,1,1,Positive,2
jRfdz5voj40P6WS9L54caw,2012-01-03,V75NCU3EhqTDwPj5In94DQ,4,good easy leisurely business lunch outing girls market downstairs great takeout great selection bakery treats,review,r-t7IiTSD0QZdt8lOUCqeQ,0,1,0,Positive,2
7SO_rX1F6rQEl-5s3wZxgQ,2011-10-03,GxaYFCprt-wyqO--vB4PHQ,4,last review somewhat scathing regarding burgers got invite management come meet chef give another try thought nice read review concerned quality product think admirable take offer feel would appropriate interested yelp reviews benefitted reading reviews others want share thoughts feelings looking freebies anyway last friday seemed like good day walk lgo see shakin grabbed growler jug still best deal around wife called friend join us beer walked corner evening bit warm side quiet normal buzz busyness corner always kinda crazy like sit patio watch manic drivers race around trying find parking went store wife ordered grilled fish sandwich nervously ordered cheeseburger fries placing orders getting warned needed around pick moseyed bar get jug filled stella mention awesome deal got glasses headed patio soon afterward called name got grub wife fish sandwich consumed muffled oooh ahhhhs raved perfect texture grilled flavor delicious fresh multi grain bread also raved slaw came think liked sandwich burger hand still disappointment ordered medium rare way order burger kudos woman warning undercooked meats aware really asked cheese put hamburger bun came open faced pile coarsly shredded mild cheddar cheese appropriate veggies lettuce pickle tomato red onion slices special sauce pile limp matchstick fries side big pile food portion impressive ended burger overcooked pile shredded cheese bit putting impressive give em big pile cold shredded cheese work cheese needs melted good burger cheese melted least lot cheese fun overpowers rest flavors tends cool burger quickly scraped two thirds cheese enough make cheese crisp tortilla put burger together flavor added salt pepper flavor little better burger cooked med well still juicy veggies fresh crispy side mayo dipping fries required like fries belgian style bun little dry edge stale bad enough could eat still overall stand original review burgers realize lgo trying stand different presentation applaud effort think needs bit work stand time everybody burgers fries sub par limp forgettable ambiance however brings us back sitting corner patio sipping beer great conversation watching show around great way wind warm friday night lgo keep working burger keep coming think stick wings,review,J3I2NClEbD1Xr8lOdjxlqQ,1,2,1,Positive,2
EC9WB-iVjd28B6R6KIZ8TA,2010-08-04,RZZ9Tf5GWYwrcjg-ACiKmQ,4,cliff notes cheap plate fast ready go conveyor acceptable quality weekly gotten sick lol place definitely good budget friendly sushi place great quick bite response lower rating reviews stating food okay best authentic blah blah blah well think like wal mart vs inserthighendretailerhere place business model based selling large volumes hence low prices like wal mart gonna reduce costs somehow quality food attentive staff slightly smaller average portions still solid bang buck kinda place top quickly since everything already prepared perfect quick min lunch breaks required grab conveyor depending whether items want conveyor time never issues seating make point go peak hours usually go small party people claiming left fend due inattentive staff sushi related inquiries answered thing called menu sits counters see miraculous piece technology contains things referred descriptions help inform sushi going round round furthermore even pricing guide based color code plates assist wow lol wtf people expect plates sushi someone hold hand lololololololol diaf cherry top large japanese beers sake bombs hell yeah,review,jdoGEEy5s-5L1O_lNzEi2g,1,0,1,Positive,2
zp713qNhx8d9KCJJnrw1xA,2010-02-01,Bmt1QRDT0GfyXkhOvj_BfQ,5,fred pretty much said would say beat dead horse add though offer wide variety deep fried quesadillas catch deep fried quesadillas,review,aqqbh1NZoFk48kp0eqSLdg,3,2,1,Positive,2
pWPzxPPXN4IqI7RUU_8KKw,2007-10-29,V4hBluqV-xbgzk7Y6y9kzw,4,idea whether japanese community part town new tokyo would suit one well rather small wide selection japanese snacks beverages including new fave beer asahi black refrigerated items staples etc asian market specifically japanese expect crossover items like kimchi said sometimes good specialize lets carry variety japanese products cashier friendly finally stopped loading basket long enough check like first reviewer loaded snacks hotel room along six pack asahi black course oh one important factor prices quite reasonable line ethnic market imports maybe even bit cheaper usual,review,ynGxw3zZqAjahVou563zXQ,1,2,0,Positive,2
LDJhwZN14AZOJyHjg2lkRw,2011-12-13,hHwQaL3QN2xgTBSCQ26wIA,4,got passes preview mission impossible ghost protocol enjoyed movie lot theater fine chairs move raise arm rests rocking reclining granted theater seats move lot move otherwise seats reasonably comfortable screen imax e huge sound reasonably good could put little slope auditorium seating imax theaters seemed heads people front never block portion screen found slightly bottom screen bad given imax experiences notice,review,Mb0psF4WQF7gZSuZafVr-g,0,0,0,Positive,2
K8pM6qQdYu5h6buRE1-_sw,2009-08-06,GOconNmWgg6cJbgwSwrozw,5,alright away yelp quite time feel place fitting comeback review chicken waffles yes chicken fin waffles ghetto check sweet tea check nonsense quick service check ridiculously long wait check best thing eaten last year check say best fried chicken ever pretty damn good could use seasoning waffles probably best ever waffles deliciously soft inside little crispy wonderful cinammoness seating cramped matter soon food delivered table goes quiet get tunnel vision first bite taken away orgy goodness phoenix requirement come real early prepared wait forget order red velvet cake kool aid fits fancy even came home arizona stop talking lolo like weeks shoot two months later still drooling thinking,review,yy1SbjeyWiAhWfSr5d0new,2,3,3,Positive,2
FCcFT610nQBVcRdY-devQA,2012-01-14,6jRs2P6zTYMn36fVnCu1Zw,4,continuing quest identify cool locally owned places eat drink caroline auditioned vintage last night go understand whenever go eats drinks mind platonic ideal bar pub eatery want frequent constant quest find ideal expressed real life vintage quite damn close ever give something five stars know pegged platonic ideal anyway plan last night drinks plans food adult beverages warm conversation turned location downtown chandler terrific us owners created fine visual experience leather stone dark woods good lighting music turned loud cannot conversation one pet peeves want stare people move mouths enduring aural assault stand deck aircraft carrier go friends want enjoy company conversation concept difficult grasp rant atmosphere vintage close ideal go back sit leather couches front fireplace go back another time sit leather stools bar go back fourteen times sit patio seriously go check patio exactly patio hangout bar exactly caroline told hostesses drinks seated bar area fabulous leather club chairs initmate looking intimate speaking bar even though v advertises wine bar booze much wine drinker pleased see carried pretty good selection single malt scotches overwhelming selection well beyond normal glenfiddich glenlivit glenmorangie trio places limited couple drums ardbeg one new favorites reasonably priced retail scotch never reasonably priced restaurants celebrating care caroline normal vodka martini extra dirty extra cold judged perfect dirtiness wonder love perfect amount olives cold limited happy hour menu interesting choices settled bruschetta smoked tomato bisque bruschetta nice quite unusual get select four eight choices bruschetta platter picked white bean pancetta gravlax caper goat cheese pickled onions fig chutney ricotta prosciutto brie pear onion jam served cold nice sized portions flavors nicely balanced interesting caroline would preferred bread crispy really liked tomato bisque creamy smoky well balanced flavor caroline said unique say darn delicious things drinks appetizers turned food friend told us try vintage burger came served mixture regular sweet potato fries nicely cooked nicely seasoned recommended burger tasty obviously use good beef bun fresh fixin tasty highly recommended dime dollar right ordered dessert dessert menu short okay long well chocolate torte hazelnut gelato apple pie carmel sauce creme fraiche gelato something else remember allergic hazelnut like sweet desserts decided try apple pie like everything else sampled apple pie unusual find anywhere else served freshly baked puff pastry cubed apples served top inside tender mushy lots cinnamon sugar plate swirled salted dolce la leche tasty instead expected creme fraiche gelato served hazelnut gelato realize hazelnut couple bites throat started swell point night could turned disaster credit told waiter told manager gavin one owners immediately came asked needed emergency assistance allergic frankly response exactly kind customer service want see anyone make mistake harm foul must give big kudos gavin kindness attention detail outstanding customer service defintely back strongly recommend put list,review,40aklZ2SQPKnlTPZdvAqww,0,1,0,Positive,2
